125xl1f,1680116857.0,,Vengeful_Turtle,Streak 26: El amor-pasión,"29 de marzo de 2023

En mi clase de español ayer hablamos sobre la novela *La fuerza del amor* escrita por María de Zayas y Sotomayor. Hubo algunas preguntas que tuvimos que responder para la tarea y una de esas nos preguntó nuestra opinión sobre el amor-pasión. A mi profe le encanta la literatura y cómo se retrata el amor en las novelas, poemas, teatros etc. A mí no me gusta mucho la poesía porque prefiero que los autores digan lo que quieren decir. Me cuesta entender la poesía incluso en inglés.

Creo que mi profe estaba desilusionada después de preguntarnos sobre el amor-pasión. Mi amiga le dijo que es algo que pasa al inicio de la relación pero esos sentimientos no duran mucho tiempo. O sea, solamente existen durante la fase de luna de miel y estoy de acuerdo con ella. Esos sentimientos no duran y pienso que estamos (estaremos?) desilusionados si seguimos buscándolos y esperando que queden. Si no lo entendemos ni esperamos entonces pensaremos que el amor ya se fue de la relación. Dije que es importante que busquemos otros motivos para valorar y mantener nuestras relaciones porque el amor perdura aún después de la fase de luna de miel, pero es otra forma del amor. O sea, otra etapa del amor. De verdad, me gusta mucho esta etapa de las relaciones y del amor. Esta etapa me da la comodidad. Es la etapa de la relación en la que puedo relajarme sin expectativas de ser mejor que como soy realmente. Es la etapa en la que me siento aceptada por la otra persona. 

Es que pienso que el amor-pasión existe pero en otra forma que se presente en las películas y novelas. Creo que tengo mi propio concepto de que significa y cómo se manifiesta en una relación."
124vo6y,1680023752.0,,Vengeful_Turtle,Streak 25: Mi presentación,"28 de marzo de 2023

Hablamos sobre uno de los libros de María de Zayas en mi clase de español hoy. Se llama *La fuerza del amor* y se trata de una mujer en una relación abusadora. Su padre la obligó a casarse con él para mantener la honra, porque (según mi profe), la honra le importaba mucho a la gente de esa época. La verdad es que las obras de Zayas son muy difíciles de entender. No sé si es porque todavía no tengo el nivel suficiente para entenderlas o porque el español usado es viejo. O sea, del Siglo de Oro. 

Hice mi presentación frente a la clase ayer. Dos amigos de una de los estudiantes vinieron a la clase y quedaron para ver mi presentación. Noté varios errores que cometí pero en general creo que fue bien. Por lo menos se acabó, jaja.   


El semestre casi ha terminado pero todavía tengo que escribir tres más ensayos y algunas otras tareas. Ufff. 

Quiero decir que me gustaría descansar pero la verdad es que voy a tomar más cursos durante el verano. Estoy pensando en tomar uno o dos para seguir trabajando. Vamos a ver. Necesito trabajar muchísimo durante los veranos y me toca hacer unas citas con el dentista. Odio ir al dentista, no solo porque de la experiencia sino que sea demasiado caro, jaja. En un mundo perfecto la asistencia dental sería incluida en los servicios del gobierno."
1246qx0,1679963707.0,,Vengeful_Turtle,Streak X: descanso,Descansito
1232yek,1679871657.0,,Vengeful_Turtle,Streak 24: La presentación,"26 de marzo de 2023

He estado preparando la presentación que tengo que hacer mañana. Le voy a presentar a doña María de Zayas y Sotomayor a la clase antes de que leamos una de sus novelas. Quiero hacerlo bien pero siempre estoy muy nerviosa para las presentaciones. La verdad es que nunca me gustaba hablar frente a la clase pero cada vez es más fácil. Y tenemos que hacer una presentación al menos una vez cada semestre (para los cursos de español, jaja).

Estoy aliviada de que no hay muchas personas en la clase. Siempre son más difíciles con una audiencia más grande.

En el pasado, siempre he tomado toda la clase para presentar pero solamente debe durar 15 minutos. Lo más importante es el contenido, de verdad. Pero al mismo tiempo, hay mucha información y no puedo hablar muy rápidamente en español, jaja.

Que tengan una buena noche."
12264ja,1679793037.0,,Vengeful_Turtle,Streak X: descanso,Que tengan una buena noche.
1210xyv,1679696618.0,,Vengeful_Turtle,Streak 23: El engaño de la IA,"24 de marzo de 2023

Estamos hablando sobre la noción del engaño en mi clase de sociología que tiene que ver con la inteligencia artificial. Estamos hablando sobre quién es responsable por el engaño que ocurre en torno a la inteligencia artificial.

Acabo de leer un artículo que mencionó un concepto de ""aire caliente"" (si tengo que dejar la información sobre el artículo porque estoy hablando de ello, entonces, déjame saber y editaré para agregar el autor y título) en el que se refiere a las verdades medias y exageraciones que son animadas por la narrativa proporcionada por los medios, la ciencia ficción, las noticias etc. Esta narrativa o ""aire caliente"" impone que la gente común crea que las IA son más capaces de lo que son realmente. ¿Y qué es el resultado de esto? Pues, significa que la gente es engañada por la industria para que pueda gastar el dinero y apoyar las compañías tecnológicas.

Entonces, mi clase hizo otra pregunta: ¿quién está llevando a cabo el engaño? ¿Es la IA o el programador que codifica la IA?

Hay dos niveles del engaño que ocurren con la IA. El primer tipo de engaño es del usuario. O sea, el engaño a escala individua. La persona tiene que estar dispuesta a ser engañada por la IA. O sea, la persona tiene que desear creer que la IA sea inteligente realmente. Si no, no va a ser engañada.

Otro tipo de engaño es al nivel del programador. Las IA no le están engañando a nadie con intención, pero solamente están llevando a cabo las acciones de su programa. No tienen la agencia moral. O sea, no tienen la capacidad de razonar ni tomar decisiones morales. Pero, los programadores, sí - son agentes morales. Por esta razón, creo que es mejor decir que los programadores nos están engañando en lugar de las IA.

Es un tema muy interesante. La verdad es que ya he cambiado mi pregunta de investigación para mi ensayo final, jaja. Ahora voy a escribir sobre el engaño y cómo se manifiesta en torno a la IA.

Que tengan una buena noche."
1201a0a,1679613647.0,,Vengeful_Turtle,Streak X: Descansito,Que tengan una buena noche.
11z15uo,1679528253.0,,Vengeful_Turtle,Streak 22: Mi día,"22 de marzo de 2023

Pasé la mayoría del día hoy haciendo las tareas. Los miércoles son ajetreados porque siempre tengo mucha tarea para los jueves. Y ya que el semestre termina en dos semanas, tenemos que entregar los ensayos del fin del semestre pronto. 

Mencioné en algún post anterior que ya he estado usando la aplicación llamada Anki. Pues, decidí volver a editar mis tarjetas (flashcards) para cambiar el lado con inglés a la definición en español. Estaba buscando manera de ayudar con el proceso de pensar en el idioma que estás aprendiendo, y era uno de los consejos que encontré. No sé si va a ayudarme, pero me parece un buena idea. He probado las tarjetas en inglés con la traducción y una foto, pero tal vez una definición (y una foto en el caso de que me cuesta recordarla) facilitará el proceso de aprendizaje. 

Para mi tarea de español, tengo que escribir sobre la representación de Fuente Ovejuna y la verdad es que me cuesta entender el argumento. Tal vez es porque del acento (ya que mi profe es de America Latina y no estoy acostumbrada al acento) o porque el español es del Siglo de Oro. Tal vez no tengo el nivel suficiente de español para entenderlo. No me ayuda que solamente tenemos que leer el tercer acto porque no tengo el contexto de lo que está pasando en el teatro/argumento. Es curioso porque algunos días siento que estoy mejorando y otros (días) me desanimo completamente porque me cuesta entender el idioma el que quiero aprender muchísimo. Mi meta es ser capaz de manejar bien el español y. por lo menos, entender todos los acentos y (los?) dialectos...

Que tengan una buena noche."
11xyisp,1679440579.0,,Vengeful_Turtle,Streak 21: Traduje un párrafo,"Esto todavía no nos dice por qué los símbolos son valiosos o \[disvaluable\]. Sabemos que pueden ser valiosos (o no \[disvaluable\]) por dos maneras/razones distintas, pero no sabemos las razones por las que adquieren este valor (o \[disvalue\]) en el primer lugar. La respuesta de estas preguntas está en la importancia de la socialidad humana y el papel de los símbolos desempañan para  mediar y facilitar las vidas sociales de los humanos. Los seres humanos son una especie social. Los momentos importantes en nuestra historia tecnológica y social típicamente son marcados por los aumentos de la cooperación y coordinación social. Los símbolos son importantes por este proceso. Los antropólogos y historiadores habían comentado sobre esto con frecuencia. Por ejemplo, en su libro más vendido llamado *Sapiens* (2011), Yuval Noah Harari denuncia que la evolución social de los humanos ha sido marcada por nuestra habilidad de crear estructuras de ficción y abstracta que son llevado nuestras realidades físicas.`1`

Estas estructuras físicas son reforzadas y comunicadas por las representaciones simbólicas. La más obvio y importante de estas son los idiomas que usamos para codificar y comunicar nuestras creencias, leyes, costumbres, y normas. Pero otras representaciones simbólicas juegan un papel también, desde las banderas nacionales y esculturas a las teorías científicas, a las obras arquitectas de la belleza y el asombro. Cada uno de estos (ejemplos) sirven para crear un ámbito social simbólico`2`  en el que vivimos nuestras vidas. Estos símbolos imponen los roles (sociales) y creencias sociales. Nos dicen cómo deberíamos entender y relacionarnos el uno con el otro.

&#x200B;

\[1\] ...argues that human social evolution has been marked largely by our ability to create fictional, abstract structures that we overly onto our physical reality.

\[2\] A social symbolic environment. Sería mejor decir ""social ámbito simbólico""?

&#x200B;

Traduje este párrafo del libro que estoy leyendo como parte del proceso de investigación para escribir mi ensayo. Para mayor seguridad, marqué este post como 18+ porque del tema del libro aunque es un libro académico y es bien escrito en una manera madura.

El título del libro es *Robot Sex: The Social and Ethical Implications.* En español creo que sería algo como *los robots sexuales: las implicaciones sociales y éticas.*

Autor: John Danaher

Nombre del capítulo (ya que hay varios autores del libro): *The Symbolic-Consequences Argument in the Sex Robot Debate*"
11wutq9,1679344238.0,,Vengeful_Turtle,Streak 20: Se me olvidan las palabras,"20 de marzo de 2023

Recientemente, me cuesta recordar todas las palabras. Tal vez solamente estoy más cansada con la universidad pero se me olvidan las palabras en español. Practico el español escrito muchísimo. He estado escribiendo aquí cuando pueda, y escribo todos los días en español para mi curso. Por un lado siento que estoy mejorando. Por otra lado, siento que cuanto más aprendo, más errores cometo. Cuanto más aprendo en general, más información se me olvida. ¿Alguien más pasa lo mismo?

Además, quiero mejorar la habilidad de hablar. Todavía cometo muchísimos errores cuando hablo y me cuesta concordar las palabras mientras estoy hablando. Siento que no puedo pensar adelante para que las palabras concuerdan. Ojalá pudiera practicar con las cosas normales a través del día pero no estoy rodeado de nadie que hable español. Y las pocas personas que conozco que hablan español, no quieren hablar conmigo en español porque cometo demasiados errores o no entiendo lo que están diciendo. No quiero ser fastidiosa. 

Espero ser capaz de expresarme bien en español algún día. Siempre es difícil aprender otros idiomas si ya no eres niño y no te sumerges en ello. 

Ya tengo la aplicación Anki y tal vez solamente tengo que usarla más o cambiar la configuración para que me muestre las palabras más frecuentemente"
